Style Number                                                                                                                                                                                                                                                                                                                                                                                                                   no,Style,14k price,18k price,Number of Stones,Main Stone Cut,Main Stone Weight,Gem Factor,TOTAL CARAT WEGHT,Natural Sidestone Gem Factor,nOT cLEATED,,,,Notes
E9051,E9051,N/A,169.712,2,Princess Cut,1,2,2,0,No,,,,
E9051,E9051,N/A,169.712,2,Princess Cut,1,2,2,0,No,,,,
E052,E052,128.78,142.608,2,Princess Cut,0.5,2,1,0,,,,,
E052,E052,128.78,142.608,2,Princess Cut,0.5,2,1,0,,,,,
E053,E053,97.28,133.896,2,Princess Cut,0.25,2,0.5,0,,,,,
E053,E053,97.28,133.896,2,Princess Cut,0.25,2,0.5,0,,,,,
E054,E054,160.28,156.16,2,Emerald Cut,1,2,2,0,,,,,
E002,E002,124.58,142.608,2,Round Cut,1,2,2,0,,,,,
E056,E056,N/A,259.736,50,Princess Cut,1,2,2.24,0.24,No,,,,
E057,E057,N/A,367.184,44,Round Cut,0.75,2,2.235,0.735,No,,,,
E061,E061,182.3,216.67936,6,Round Cut,0.25,2,1.06,0.56,,,,,
E061,E061,182.3,216.67936,6,Round Cut,0.25,2,1.06,0.56,,,,,
E062,E062,N/A,237.472,2,Round Cut,1,2,2,0,No,,,,
R060,R060,294,333.54,55,Round Cut,1,1,1.27,0.27,No,,,,
R015,R015,289.8,288.85,31,Round Cut,1.5,1,1.86,0.36,No,,,,
R055,R055,233.1,255.06,1,Princess Cut,1,1,1,0,No,,,,
R067,R067,224.7,206.01,1,Round Cut,1,1,1,0,No,,,,
R064,R064,264.6,317.19,3,Round Cut,1,1,1.5,0.5,No,,,,
R066,R066,397.95,457.8,88,Round Cut,1,1,1.925,0.925,No,,,,
R065,R065,232.9425,238.71,20,Round Cut,0.06,20,1.2,0,No,,,,
R058,R058,236.25,293.21,10,Round Cut,0.1,10,1,0,No,,,,
R059,R059,271.95,367.33,9,Round Cut,0.17,9,1.53,0,No,,,,
P063/16,P063/16,130.3,202.05,17,Round Cut,1,1,1.16,0.16,No,,,,
R073,R073,198.45,220.18,1,Princess Cut,0.5,1,0.5,0,No,,,,
R035,R035,258.3,312.83,1,Princess Cut,1.5,1,1.5,0,No,,,,
R020,R020,247.8,307.38,1,Princess Cut,2,1,2,0,No,,,,
R072,R072,206.85,233.26,1,Round Cut,0.5,1,0.5,0,No,,,,
R037,R037,229.95,287.76,1,Round Cut,1.5,1,1.5,0,No,,,,
R021,R021,229.95,307.38,1,Round Cut,2,1,2,0,No,,,,
R072,R072,206.85,233.26,1,Round Cut,0.5,1,0.5,0,No,,,,
R073,R073,198.45,220.18,1,Princess Cut,0.5,1,0.5,0,No,,,,
E071,E071,79.4,140.672,2,Round Cut,0.1,2,0.2,0,,,,,
E071,E071,79.4,140.672,2,Round Cut,0.1,2,0.2,0,,,,,
E070,E070,74.18,109.696,2,Round Cut,0.1,2,0.2,0,,,,,
E070,E070,74.18,109.696,2,Round Cut,0.1,2,0.2,0,,,,,
R074,R074,261.45,264.87,43,Round Cut,0.75,1,1.46,0.71,No,,,,
P063/16,P063/16,130.3,202.05,17,Round Cut,1,1,1.16,0.16,No,,,,
E023,E023,103.58,131.96,2,Round Cut,0.5,2,1,0,,,,,
N075/16,N075/16,199.85,310,23,Round Cut,0.025,23,0.575,0,No,,,,
R076,R076,531.3,575.52,58,Round Cut,1,1,1.57,0.57,No,,,,
R077,R077,294,337.9,43,Round Cut,1,1,1.42,0.42,No,,,,
R078,R078,444.15,415.29,51,Round Cut,1,1,1.495,0.495,No,,,,
R079,R079,559.65,519.93,73,Emerald Cut,1,1,1.72,0.72,No,,,,
R080,R080,325.5,342.26,33,Round Cut,0.015,33,0.495,0,No,,,,
R081,R081,262.395,373.87,17,Round Cut,0.01,17,0.17,0,No,,,,
R082,R082,233.1,307.38,13,Round Cut,1,1,1.97,0.97,No,,,,
R083,R083,80.85,369.51,79,Round Cut,0.06,19,1.44,0.3,No,,,,
R084,R084,179.55,267.05,33,Round Cut,0.17,17,3.13,0.24,No,,,,
P086/16,P086/16,140.7,219.05,1,Princess Cut,1,1,1,0,No,,,,
E091,E091,101.48,448.8,2,Emerald Cut,0.5,2,1,0,,,,,
P0343/16,P0343/16,157.6,244.55,1,Princess Cut,2,1,2,0,No,,,,
P086/16,P086/16,140.7,219.05,1,Princess Cut,1,1,1,0,No,,,,
R019,R019,389.55,380.41,33,Long Cushion Cut,3,1,3.48,0.48,No,,,,
R015,R015,289.8,288.85,31,Round Cut,1.5,1,1.86,0.36,No,,,,
R009,R009,263.55,277.95,13,Round Cut,2,1,2.3,0.3,No,,,,
R010,R010,213.15,245.25,7,Round Cut,0.17,7,1.19,0,No,,,,
R087,R087,208.95,246.34,1,Round Cut,1.5,1,1.5,0,No,,,,
R088,R088,214.2,228.9,1,Round Cut,2,1,2,0,No,,,,
R089,R089,203.7,257.24,1,Round Cut,1,1,1,0,No,,,,
R087,R087,208.95,246.34,1,Round Cut,1.5,1,1.5,0,No,,,,
R090,R090,196.35,243.07,1,Round Cut,0.5,1,0.5,0,No,,,,
E054,E054,160.28,448.8,2,Emerald Cut,1,2,2,0,,,,,
R064,R064,264.6,317.19,3,Round Cut,1,1,1.5,0.5,No,,,,
R092,R092,211.05,258.33,3,Princess Cut,1.5,1,2.5,1,No,,,,
E022,E022,80.48,448.8,2,Round Cut,0.25,2,0.5,0,,,,,
E024,E024,105.68,448.8,2,Round Cut,0.75,2,1.5,0,,,,,
E095,E095,85.7,448.8,2,Round Cut,0.25,2,0.5,0,,,,,
E096,E096,110.9,448.8,2,Round Cut,0.75,2,1.5,0,,,,,
E096,E096,110.9,448.8,2,Round Cut,0.75,2,1.5,0,,,,,
E094,E094,105.68,448.8,2,Round Cut,0.75,2,1.5,0,,,,,
E094,E094,105.68,448.8,2,Round Cut,0.75,2,1.5,0,,,,,
E091,E091,101.48,448.8,2,Emerald Cut,0.5,2,1,0,,,,,
R090,R090,196.35,243.07,1,Round Cut,0.5,1,0.5,0,No,,,,
R089,R089,203.7,257.24,1,Round Cut,1,1,1,0,No,,,,
R055,R055,233.1,255.06,1,Princess Cut,1,1,1,0,No,,,,
R067,R067,224.7,206.01,1,Round Cut,1,1,1,0,No,,,,
E061,E061,182.3,448.8,6,Round Cut,0.25,2,1.06,0.56,,,,,
E057,E057,N/A,448.8,44,Round Cut,0.75,2,2.235,0.735,No,,,,
E017,E017,N/A,448.8,34,Round Cut,0.5,2,1.24,0.24,No,,,,
R018,R018,439.95,513.39,23,Round Cut,1,1,1.66,0.66,No,,,,
R081,R081,262.395,373.87,17,Round Cut,0.01,17,0.17,0,No,,,,
R082,R082,233.1,307.38,13,Round Cut,1,1,1.97,0.97,No,,,,
R038,R038,416.85,500.31,54,Round Cut,1,1,1.795,0.795,No,,,,
E095,E095,85.7,448.8,2,Round Cut,0.25,2,0.5,0,,,,,
E093,E093,80.48,448.8,2,Round Cut,0.25,2,0.5,0,,,,,
E093,E093,80.48,448.8,2,Round Cut,0.25,2,0.5,0,,,,,
E097,E097,N/A,448.8,2,Round Cut,0.5,2,1,0,No,,,,
P098/16,P098/16,233,361.85,31,Round Cut,0.01,31,0.31,0,No,,,,
P099/16,P099/16,116.65,181.65,1,Heart Cut,0.5,1,0.5,0,No,,,,
P100/16,P100/16,138.75,214.8,1,Heart Cut,2,1,2,0,No,,,,
P099/16,P099/16,116.65,181.65,1,Heart Cut,0.5,1,0.5,0,No,,,,
P100/16,P100/16,138.75,214.8,1,Heart Cut,2,1,2,0,No,,,,
R101,R101,247.8,310.65,22,Round Cut,0.01,22,0.22,0,No,,,,
R102,R102,276.15,344.44,50,Heart Cut,1,1,1.49,0.49,No,,,,
R102,R102,276.15,344.44,50,Heart Cut,1,1,1.49,0.49,No,,,,
E103,E103,97.28,448.8,2,Heart Cut,0.5,2,1,0,,,,,
E104,E104,101.48,102.3,2,Heart Cut,0.75,2,1.5,0,,,,,
E103,E103,97.28,448.8,2,Heart Cut,0.5,2,1,0,,,,,
E104,E104,101.48,102.3,2,Heart Cut,0.75,2,1.5,0,,,,,
R105,R105,142.8,179.85,5,Round Cut,0.07,5,0.35,0,No,,,,
R105,R105,142.8,179.85,5,Round Cut,0.07,5,0.35,0,No,,,,
R106,R106,238.35,293.21,9,Round Cut,0.07,9,0.63,0,No,,,,
R106,R106,238.35,293.21,9,Round Cut,0.07,9,0.63,0,No,,,,
R109,R109,337.05,416.38,9,Round Cut,0.09,9,0.81,0,No,,,,
R109,R109,337.05,416.38,9,Round Cut,0.09,9,0.81,0,No,,,,
R112,R112,208.95,332.45,23,Round Cut,0.07,9,0.98,0.35,No,,,,
R112,R112,208.95,332.45,23,Round Cut,0.07,9,0.98,0.35,No,,,,
R113,R113,243.6,308.47,18,Round Cut,0.07,18,1.26,0,No,,,,
R113,R113,243.6,308.47,18,Round Cut,0.07,18,1.26,0,No,,,,
E116,E116,N/A,448.8,6,Round Cut,0.08,6,0.48,0,No,,,,
E116,E116,N/A,448.8,6,Round Cut,0.08,6,0.48,0,No,,,,
E121,E121,N/A,448.8,6,Round Cut,0.09,2,0.42,0.24,No,,,,
E121,E121,N/A,448.8,6,Round Cut,0.09,2,0.42,0.24,No,,,,
E122,E122,N/A,448.8,14,Round Cut,0.06,14,0.84,0,No,,,,
E122,E122,N/A,448.8,14,Round Cut,0.06,14,0.84,0,No,,,,
E126,E126,172.88,448.8,14,Round Cut,0.025,14,0.35,0,,,,,
E126,E126,172.88,448.8,14,Round Cut,0.025,14,0.35,0,,,,,
P117/16,P117/16,138.1,213.95,3,Round Cut,0.09,1,0.21,0.12,No,,,,
P117/16,P117/16,138.1,213.95,3,Round Cut,0.09,1,0.21,0.12,No,,,,
P118/16,P118/16,154.35,240.3,7,Round Cut,0.16,1,0.465,0.305,No,,,,
P118/16,P118/16,154.35,240.3,7,Round Cut,0.16,1,0.465,0.305,No,,,,
P119/16,P119/16,175.15,271.75,13,Round Cut,0.1,1,0.465,0.365,No,,,,
P119/16,P119/16,175.15,271.75,13,Round Cut,0.1,1,0.465,0.365,No,,,,
P120/16,P120/16,130.95,203.75,7,Round Cut,0.16,1,0.475,0.315,No,,,,
P120/16,P120/16,130.95,203.75,7,Round Cut,0.16,1,0.475,0.315,No,,,,
R132,R132,271.95,336.81,1,Marquise Cut,1,1,1,0,No,,,,
R134,R134,292.95,303.02,1,Emerald Cut,1,1,1,0,No,,,,
R138,R138,269.85,306.29,7,Round Cut,1,1,1.06,0.06,No,,,,
R136,R136,265.65,269.23,61,Marquise Cut,0.75,1,1.2,0.45,No,,,,
R133,R133,460.95,610.4,14,Princess Cut,1.5,1,2.28,0.78,No,,,,
R137,R137,532.35,657.27,37,Round Cut,0.5,1,0.86,0.36,No,,,,
R145,R145,549.15,639.83,71,Round Cut,1.5,1,2.095,0.595,No,,,,
R142,R142,546,327,43,Princess Cut,0.75,1,1.56,0.81,No,,,,
R147,R147,345.45,382.59,41,Princess Cut,1,1,1.375,0.375,No,,,,
R139,R139,507.15,434.91,89,Emerald Cut,1,1,1.835,0.835,No,,,,
R146,R146,704.55,623.48,51,Round Cut,1.5,1,2.32,0.82,No,,,,
R149,R149,568.05,555.9,37,Round Cut,0.025,7,0.4,0.225,No,,,,
R140,R140,363.3,396.76,76,Round Cut,0.75,1,1.3125,0.5625,No,,,,
R141,R141,260.4,240.89,27,Princess Cut,0.5,1,0.89,0.39,No,,,,
R148,R148,358.05,374.96,50,Round Cut,0.06,2,0.48,0.36,No,,,,
E135,E135,97.28,448.8,2,Marquise Cut,0.5,2,1,0,,,,,
R143,R143,331.8,367.33,50,Round Cut,0.01,50,0.5,0,No,,,,
R144,R144,217.35,195.11,33,Round Cut,0.0075,33,0.2475,0,No,,,,
R127,R127,239.4,300.84,18,Round Cut,0.005,18,0.09,0,No,,,,
E097,E097,N/A,448.8,2,Round Cut,0.5,2,1,0,No,,,,
R128,R128,265.65,296.48,49,Round Cut,0.005,49,0.245,0,No,,,,
R129,R129,231.1575,305.2,105,Round Cut,0.005,105,0.525,0,No,,,,
E002/P,E002/P,97.64,448.8,2,Round Cut,1,2,2,0,,,,,
E002/P,E002/P,97.64,448.8,2,Round Cut,1,2,2,0,,,,,
E003/P,E003/P,131.24,448.8,2,Round Cut,2,2,4,0,,,,,
E003/P,E003/P,131.24,448.8,2,Round Cut,2,2,4,0,,,,,
E004/P,E004/P,112.34,448.8,2,Princess Cut,1.5,2,3,0,,,,,
E004/P,E004/P,112.34,448.8,2,Princess Cut,1.5,2,3,0,,,,,
E005/P,E005/P,110.24,448.8,2,Princess Cut,2,2,4,0,,,,,
E005/P,E005/P,110.24,448.8,2,Princess Cut,2,2,4,0,,,,,
E022/P,E022/P,53.54,448.8,2,Round Cut,0.25,2,0.5,0,,,,,
E022/P,E022/P,53.54,448.8,2,Round Cut,0.25,2,0.5,0,,,,,
R040,R040,530.25,624.57,51,Round Cut,1.5,1,2.37,0.87,No,,,,
R040,R040,530.25,624.57,51,Round Cut,1.5,1,2.37,0.87,No,,,,
R133,R133,460.95,610.4,14,Princess Cut,1.5,1,2.28,0.78,No,,,,
R133,R133,460.95,610.4,14,Princess Cut,1.5,1,2.28,0.78,No,,,,
R038,R038,416.85,500.31,54,Round Cut,1,1,1.795,0.795,No,,,,
R046,R046,320.25,358.61,55,Round Cut,1,1,1.615,0.615,No,,,,
R092,R092,211.05,258.33,3,Princess Cut,1.5,1,2.5,1,No,,,,
R092,R092,211.05,258.33,3,Princess Cut,1.5,1,2.5,1,No,,,,
R018,R018,439.95,513.39,23,Round Cut,1,1,1.66,0.66,No,,,,
R132,R132,271.95,336.81,1,Marquise Cut,1,1,1,0,No,,,,
R015,R015,289.8,288.85,31,Round Cut,1.5,1,1.86,0.36,No,,,,
R020,R020,247.8,307.38,1,Princess Cut,2,1,2,0,No,,,,
R141,R141,260.4,240.89,27,Princess Cut,0.5,1,0.89,0.39,No,,,,
R141,R141,260.4,240.89,27,Princess Cut,0.5,1,0.89,0.39,No,,,,
R013,R013,184.8,227.81,1,Heart Cut,1.25,1,1.25,0,No,,,,
R021,R021,229.95,307.38,1,Round Cut,2,1,2,0,No,,,,
R060,R060,294,333.54,55,Round Cut,1,1,1.27,0.27,No,,,,
R060,R060,294,333.54,55,Round Cut,1,1,1.27,0.27,No,,,,
R102,R102,276.15,344.44,50,Heart Cut,1,1,1.49,0.49,No,,,,
R079,R079,559.65,519.93,73,Emerald Cut,1,1,1.72,0.72,No,,,,
R134,R134,292.95,303.02,1,Emerald Cut,1,1,1,0,No,,,,
R142,R142,546,327,43,Princess Cut,0.75,1,1.56,0.81,No,,,,
R009,R009,263.55,277.95,13,Round Cut,2,1,2.3,0.3,No,,,,
R019,R019,389.55,380.41,33,Long Cushion Cut,3,1,3.48,0.48,No,,,,
R147,R147,345.45,382.59,41,Princess Cut,1,1,1.375,0.375,No,,,,
E057,E057,N/A,448.8,44,Round Cut,0.75,2,2.235,0.735,No,,,,
E017,E017,N/A,448.8,34,Round Cut,0.5,2,1.24,0.24,No,,,,
R036,R036,264.6,334.63,1,Princess Cut,3,1,3,0,No,,,,
R132,R132,271.95,336.81,1,Marquise Cut,1,1,1,0,No,,,,
R065,R065,232.9425,238.71,20,Round Cut,0.06,20,1.2,0,No,,,,
R065,R065,232.9425,238.71,20,Round Cut,0.06,20,1.2,0,No,,,,
R136,R136,265.65,269.23,61,Marquise Cut,0.75,1,1.2,0.45,No,,,,
R136,R136,265.65,269.23,61,Marquise Cut,0.75,1,1.2,0.45,No,,,,
R074,R074,261.45,264.87,43,Round Cut,0.75,1,1.46,0.71,No,,,,
R074,R074,261.45,264.87,43,Round Cut,0.75,1,1.46,0.71,No,,,,
R059,R059,271.95,367.33,9,Round Cut,0.17,9,1.53,0,No,,,,
R059,R059,271.95,367.33,9,Round Cut,0.17,9,1.53,0,No,,,,
R076,R076,531.3,575.52,58,Round Cut,1,1,1.57,0.57,No,,,,
R076,R076,531.3,575.52,58,Round Cut,1,1,1.57,0.57,No,,,,
R079,R079,559.65,519.93,73,Emerald Cut,1,1,1.72,0.72,No,,,,
R078,R078,444.15,415.29,51,Round Cut,1,1,1.495,0.495,No,,,,
R113,R113,243.6,308.47,18,Round Cut,0.08,18,1.44,0,No,,,,
R3021,R3021,277.2,323.73,1,Round Cut,3,1,3,0,No,,,,
R3021,R3021,277.2,323.73,1,Round Cut,3,1,3,0,No,,,,
R9088,R9088,242.55,305.2,1,Round Cut,3,1,3,0,No,,,,
R9088,R9088,242.55,305.2,1,Round Cut,3,1,3,0,No,,,,
E004,E004,139.28,167.776,2,Princess Cut,1.5,2,3,0,,,,,
E005,E005,137.18,156.644,2,Princess Cut,2,2,4,0,,,,,
E025,E025,137.18,154.224,2,Round Cut,1.5,2,3,0,,,,,
E9051,E9051,N/A,169.712,2,Princess Cut,1,2,2,0,No,,,,
E052,E052,128.78,142.608,2,Princess Cut,0.5,2,1,0,,,,,
E053,E053,97.28,133.896,2,Princess Cut,0.25,2,0.5,0,,,,,
E023/P,E023/P,76.64,105.824,2,Round Cut,0.5,2,1,0,,,,,
E023/P,E023/P,76.64,105.824,2,Round Cut,0.5,2,1,0,,,,,
E024/P,E024/P,78.74,117.44,2,Round Cut,0.75,2,1.5,0,,,,,
E024/P,E024/P,78.74,117.44,2,Round Cut,0.75,2,1.5,0,,,,,
E025/P,E025/P,110.24,133.896,2,Round Cut,1.5,2,3,0,,,,,
E025/P,E025/P,110.24,133.896,2,Round Cut,1.5,2,3,0,,,,,
E012,E012,103.58,147.448,2,Round Cut,0.5,2,1,0,,,,,
E029,E029,163.4,161,2,Round Cut,1,2,2,0,,,,,
E030,E030,142.4,161.968,2,Round Cut,1.5,2,3,0,,,,,
R082,R082,233.1,307.38,13,Round Cut,1,1,1.97,0.97,No,,,,
R066,R066,397.95,457.8,88,Round Cut,1,1,1.925,0.925,No,,,,
R066,R066,397.95,457.8,88,Round Cut,1,1,1.925,0.925,No,,,,
R064,R064,264.6,317.19,3,Round Cut,1,1,1.5,0.5,No,,,,
E056,E056,N/A,259.736,50,Princess Cut,1,2,2.24,0.24,No,,,,
E056,E056,N/A,259.736,50,Princess Cut,1,2,2.24,0.24,No,,,,
R077,R077,294,337.9,43,Round Cut,1,1,1.42,0.42,No,,,,
R037,R037,229.95,287.76,1,Round Cut,1.5,1,1.5,0,No,,,,
R035,R035,258.3,312.83,1,Princess Cut,1.5,1,1.5,0,No,,,,
P086/16,P086/16,140.7,219.05,1,Princess Cut,1,1,1,0,No,,,,
P063/16,P063/16,130.3,202.05,17,Round Cut,1,1,1.16,0.16,No,,,,
R150,R150,241.5,267.05,1,Marquise Cut,1,1,1,0,No,,,,
R151,R151,243.6,264.87,3,Emerald Cut,2,1,4,2,No,,,,
R152,R152,178.5,212.55,43,Emerald Cut,1.5,1,1.86,0.36,No,,,,
R153,R153,399,366.24,18,Round Cut,0.5,2,1.48,0.48,No,,,,
R154,R154,227.85,229.99,37,Oval Cut,2,1,2.27,0.27,No,,,,
R155,R155,561.75,446.9,66,Marquise Cut,2,1,2.4875,0.4875,No,,,,
R156,R156,370.65,342.26,59,Emerald Cut,1.5,1,1.935,0.435,No,,,,
R157,R157,328.65,332.45,22,Round Cut,1.5,1,1.6575,0.1575,No,,,,
R158,R158,310.8,360.79,42,Princess Cut,2,1,2.3075,0.3075,No,,,,
R159,R159,194.25,238.71,35,Pear Cut,0.5,1,0.755,0.255,No,,,,
R160,R160,527.1,637.65,33,Round Cut,1.5,1,2.94,1.44,No,,,,
R161,R161,200.55,383.68,33,Princess Cut,2,1,2.48,0.48,No,,,,
R162,R162,365.4,370.6,3,Round Cut,2,1,3.5,1.5,No,,,,
R165,R165,330.75,292.12,39,Pear Cut,2,1,2.38,0.38,No,,,,
R166,R166,262.5,288.85,39,Marquise Cut,2,1,2.38,0.38,No,,,,
R167,R167,289.8,329.18,3,Round Cut,1.5,1,2.5,1,No,,,,
R168,R168,237.3,252.88,37,Emerald Cut,1.5,1,1.86,0.36,No,,,,
R169,R169,233.1,201.65,35,Round Cut,1.5,1,1.8,0.3,No,,,,
R170,R170,366.45,334.63,53,Round Cut,2,1,2.52,0.52,No,,,,
R171,R171,248.85,241.98,1,Heart Cut,2,1,2,0,No,,,,
R172,R172,269.85,303.02,63,Emerald Cut,2,1,2.62,0.62,No,,,,
R173,R173,210,343.35,1,Round Cut,2,1,2,0,No,,,,
R174,R174,219.45,321.55,1,Marquise Cut,2,1,2,0,No,,,,
R175,R175,257.25,265.96,39,Heart Cut,2,1,2.285,0.285,No,,,,
R176,R176,299.25,320.46,21,Heart Cut,2,1,2.1,0.1,No,,,,
R177,R177,456.75,540.64,22,Princess Cut,2,1,2.63,0.63,No,,,,
R178,R178,421.05,430.55,14,Round Cut,3,1,3.39,0.39,No,,,,
R179,R179,242.55,270.32,11,Round Cut,0.75,1,1.05,0.3,No,,,,
E1180,E1180,N/A,274.256,6,Round Cut,0.5,6,3,0,No,,,,
E1181,E1181,N/A,394.288,90,Emerald Cut,1,2,2.44,0.44,No,,,,
E1182,E1182,N/A,342.016,34,Marquise Cut,1.5,2,3.8,0.8,No,,,,
E1183,E1183,N/A,312.976,54,Emerald Cut,1.5,2,3.3772,0.3772,No,,,,
E1184,E1184,N/A,370.088,4,Round Cut,1,2,3,1,No,,,,
E1185,E1185,N/A,286.84,94,Princess Cut,0.75,2,1.96,0.46,No,,,,
E1186,E1186,N/A,383.64,124,Princess Cut,1,2,2.8174,0.8174,No,,,,
E1187,E1187,N/A,328.464,48,Princess Cut,0.75,2,1.73,0.23,No,,,,
E1188,E1188,N/A,362.344,86,Round Cut,0.5,2,1.63,0.63,No,,,,
R189,R189,358.05,342.26,61,Round Cut,2,1,2.6,0.6,No,,,,
R190,R190,464.1,482.87,74,Round Cut,2,1,2.73,0.73,No,,,,
R191,R191,393.75,382.59,65,Pear Cut,2,1,2.48,0.48,No,,,,
R192,R192,322.35,367.33,61,Princess Cut,1.5,1,2.07,0.57,No,,,,
R193,R193,449.4,510.12,80,Round Cut,1,1,1.7825,0.7825,No,,,,
E1194,E1194,N/A,268.448,46,Pear Cut,1.25,2,2.72,0.22,No,,,,
R042,R042,153.3,154.78,19,Round Cut,0.015,19,0.285,0,No,,,,
R042,R042,153.3,154.78,19,Round Cut,0.015,19,0.285,0,No,,,,
R042,R042,153.3,154.78,19,Round Cut,0.015,19,0.285,0,No,,,,
ENG 114,ENG 114,186.9,211.46,1,Emerald Cut,2,1,2,0,No,,,,
ENG 116,ENG 116,189,232.17,1,Heart Cut,1,1,1,0,No,,,,
R196,R196,172.2,192.93,1,Oval Cut,1,1,1,0,No,,,,
ENG 132,ENG 132,268.8,300.84,3,Emerald Cut,2,1,2.82,0.82,No,,,,
ENG 133,ENG 133,302.4,346.62,3,Round Cut,1,1,1.72,0.72,No,,,,
R205,R205,269.85,320.46,3,Marquise Cut,1.5,1,2,0.5,No,,,,
ENG 138,ENG 138,220.5,213.64,3,Emerald Cut,0.5,1,0.8,0.3,No,,,,
ENG 141,ENG 141,294,281.22,3,Princess Cut,0.75,1,1.11,0.36,No,,,,
ENG 142,ENG 142,233.1,274.68,3,Princess Cut,2,1,2.32,0.32,No,,,,
ENG 174,ENG 174,309.75,497.04,13,Oval Cut,2,1,2.72,0.72,No,,,,
ENG 175,ENG 175,373.8,318.28,41,Oval Cut,2,1,2.6,0.6,No,,,,
ENG 179,ENG 179,549.15,563.53,35,Emerald Cut,2.5,1,2.78,0.28,No,,,,
ENG 182,ENG 182,429.45,404.39,59,Round Cut,1,1,1.83,0.83,No,,,,
ENG 189,ENG 189,382.2,401.12,31,Round Cut,0.5,1,1.4,0.9,No,,,,
ENG 190,ENG 190,481.95,416.38,45,Emerald Cut,2,1,3.61,1.61,No,,,,
ENG 193,ENG 193,300.3,381.5,3,Round Cut,0.75,1,0.87,0.12,No,,,,
ENG 196,ENG 196,273,332.45,15,Round Cut,1.5,1,1.71,0.21,No,,,,
ENG 202,ENG 202,484.05,447.99,21,Emerald Cut,3,1,4.27,1.27,No,,,,
R161,R161,200.55,383.68,33,Princess Cut,2,1,2.48,0.48,No,,,,
ENG 212,ENG 212,410.55,328.09,37,Pear Cut,2,1,2.36,0.36,No,,,,
ENG 225,ENG 225,582.75,523.2,67,Round Cut,1,1,2.33,1.33,No,,,,
ENG 235,ENG 235,294,401.12,15,Round Cut,2,1,2.21,0.21,No,,,,
ENG 028,ENG 028,223.65,286.67,35,Round Cut,1,1,1.465,0.465,No,,,,
ENG 023,ENG 023,315,347.71,47,Round Cut,1,1,2.16,1.16,No,,,,
ENG 153,ENG 153,396.9,384.77,33,Princess Cut,2,1,3.005,1.005,No,,,,
ENG 163,ENG 163,321.3,323.73,39,Round Cut,1,1,1.335,0.335,No,,,,
ENG 166,ENG 166,381.15,384.77,27,Heart Cut,1.25,1,2.03,0.78,No,,,,
R078,R078,444.15,415.29,51,Round Cut,1,1,1.495,0.495,No,,,,
R196,R196,172.2,192.93,1,Oval Cut,1,1,1,0,No,,,,
R197,R197,446.25,502.49,45,Emerald Cut,1.5,1,2.16,0.66,No,,,,
R198,R198,152.25,179.85,9,Round Cut,0.06,1,0.17,0.11,No,,,,
R199,R199,117.6,143.88,23,Round Cut,0.0075,23,0.1725,0,No,,,,
R200,R200,332.85,312.83,29,Emerald Cut,1.5,1,1.92,0.42,No,,,,
R201,R201,306.6,332.45,2,Heart Cut,1,1,1.05,0.05,No,,,,
R202,R202,267.75,320.46,3,Square Emerald Cut,2,1,4,2,No,,,,
R203,R203,220.5,258.33,3,Square Emerald Cut,1.5,1,1.62,0.12,No,,,,
R204,R204,205.8,233.26,3,Round Cut,1.5,1,2,0.5,No,,,,
R205,R205,269.85,320.46,3,Marquise Cut,1.5,1,2,0.5,No,,,,
R206,R206,213.15,234.35,17,Princess Cut,1.5,1,1.62,0.12,No,,,,
R207,R207,245.7,316.1,5,Princess Cut,0.5,5,2.5,0,No,,,,
R208,R208,221.55,280.13,7,Princess Cut,0.25,7,1.75,0,No,,,,
R209,R209,270.9,329.18,9,Emerald Cut,0.29,9,2.61,0,No,,,,
R210,R210,186.9,212.55,3,Emerald Cut,1,1,1.5,0.5,No,,,,
R211,R211,236.25,295.39,15,Round Cut,1.5,1,1.71,0.21,No,,,,
R212,R212,355.95,378.23,45,Oval Cut,2,1,2.32,0.32,No,,,,
R195,R195,238.35,275.77,15,Oval Cut,2,1,2.21,0.21,No,,,,
R1013,R1013,179.55,241.98,1,Heart Cut,2,1,2,0,No,,,,
R1013,R1013,179.55,241.98,1,Heart Cut,2,1,2,0,No,,,,
R1013,R1013,179.55,241.98,1,Heart Cut,2,1,2,0,No,,,,
R176,R176,299.25,320.46,21,Heart Cut,2,1,2.1,0.1,No,,,,
R177,R177,456.75,540.64,22,Princess Cut,2,1,2.63,0.63,No,,,,
R178,R178,421.05,430.55,14,Round Cut,3,1,3.39,0.39,No,,,,
R155,R155,561.75,446.9,66,Marquise Cut,2,1,2.4875,0.4875,No,,,,
R151,R151,243.6,264.87,3,Emerald Cut,2,1,4,2,No,,,,
R153,R153,399,366.24,18,Round Cut,0.5,2,1.48,0.48,No,,,,
R083,R083,80.85,369.51,79,Round Cut,0.06,19,1.44,0.3,No,,,,
R084,R084,179.55,267.05,33,Round Cut,0.17,17,3.13,0.24,No,,,,
R142,R142,546,327,43,Princess Cut,0.75,1,1.56,0.81,No,,,,
R140,R140,363.3,396.76,76,Round Cut,0.75,1,1.3125,0.5625,No,,,,
R167,R167,289.8,329.18,3,Round Cut,1.5,1,3,1.5,No,,,,
R169,R169,233.1,201.65,35,Round Cut,1.5,1,1.8,0.3,No,,,,
R170,R170,366.45,334.63,53,Round Cut,2,1,2.52,0.52,No,,,,
R088,R088,214.2,228.9,1,Round Cut,2,1,2,0,No,,,,
