Style Number                                                                                                                                                                                                                                                                                                                                                                                                                   no,Style,14k price,18k price,Number of Stones,Main Stone Cut,Main Stone Weight,Gem Factor,TOTAL CARAT WEGHT,Natural Sidestone Gem Factor,nOT cLEATED,,,,Notes
E002,1,124.58,142.608,2,Round Cut,1,2,2,0,,,,,*14K Gold price $105/gram
E002,2,124.58,142.608,2,Round Cut,1,2,2,0,,,,,*18K Gold price $109/gram
E003,3,158.18,159.064,2,Round Cut,2,2,4,0,,,,,*$40 labor
E003,4,158.18,159.064,2,Round Cut,2,2,4,0,,,,,
E004,5,139.28,167.776,2,Princess Cut,1.5,2,3,0,,,,,
E004,6,139.28,167.776,2,Princess Cut,1.5,2,3,0,,,,,
E005,7,137.18,156.644,2,Princess Cut,2,2,4,0,,,,,
E005,8,137.18,156.644,2,Princess Cut,2,2,4,0,,,,,
E022,9,80.48,126.152,2,Round Cut,0.25,2,0.5,0,,,,,
E022,10,80.48,126.152,2,Round Cut,0.25,2,0.5,0,,,,,
E023,11,103.58,131.96,2,Round Cut,0.5,2,1,0,,,,,
E023,12,103.58,131.96,2,Round Cut,0.5,2,1,0,,,,,
E024,13,105.68,140.672,2,Round Cut,0.75,2,1.5,0,,,,,
E024,14,105.68,140.672,2,Round Cut,0.75,2,1.5,0,,,,,
E025,15,137.18,154.224,2,Round Cut,1.5,2,3,0,,,,,
E025,16,137.18,154.224,2,Round Cut,1.5,2,3,0,,,,,
E026,17,93.08,144.544,2,Round Cut,0.5,2,1,0,,,,,
E026,18,93.08,144.544,2,Round Cut,0.5,2,1,0,,,,,
E027,19,111.98,145.512,2,Round Cut,1,2,2,0,,,,,
E027,20,111.98,145.512,2,Round Cut,1,2,2,0,,,,,
E028,21,130.88,157.128,2,Round Cut,2,2,4,0,,,,,
E028,22,130.88,157.128,2,Round Cut,2,2,4,0,,,,,
E012,23,103.58,147.448,2,Round Cut,0.5,2,1,0,,,,,
E012,24,103.58,147.448,2,Round Cut,0.5,2,1,0,,,,,
E029,25,163.4,161,2,Round Cut,1,2,2,0,,,,,
E029,26,163.4,161,2,Round Cut,1,2,2,0,,,,,
E030,27,142.4,161.968,2,Round Cut,1.5,2,3,0,,,,,
E030,28,142.4,161.968,2,Round Cut,1.5,2,3,0,,,,,
E049,29,163.4,161.968,2,Round Cut,2,2,4,0,,,,,
E049,30,163.4,161.968,2,Round Cut,2,2,4,0,,,,,
P9031/16,31,144.6,224.15,1,Round Cut,2,1,2,0,No,,,,
P9031/18,32,144.6,224.15,1,Round Cut,2,1,2,0,No,,,,
P9031/16,33,144.6,224.15,1,Round Cut,2,1,2,0,No,,,,
P9031/18,34,144.6,224.15,1,Round Cut,2,1,2,0,No,,,,
P032/16,35,155.65,242,1,Round Cut,2.5,1,2.5,0,No,,,,
P032/18,36,155.65,242,1,Round Cut,2.5,1,2.5,0,No,,,,
P032/16,37,155.65,242,1,Round Cut,2.5,1,2.5,0,No,,,,
P032/18,38,155.65,242,1,Round Cut,2.5,1,2.5,0,No,,,,
P011/16,39,157.6,244.55,1,Round Cut,3,1,3,0,No,,,,
P011/18,40,157.6,244.55,1,Round Cut,3,1,3,0,No,,,,
P011/16,41,157.6,244.55,1,Round Cut,3,1,3,0,No,,,,
P011/18,42,157.6,244.55,1,Round Cut,3,1,3,0,No,,,,
P033/16,43,128.35,198.65,1,Round Cut,2,1,2,0,No,,,,
P033/18,44,128.35,198.65,1,Round Cut,2,1,2,0,No,,,,
P033/16,45,128.35,198.65,1,Round Cut,2,1,2,0,No,,,,
P033/18,46,128.35,198.65,1,Round Cut,2,1,2,0,No,,,,
P0343/16,47,157.6,244.55,1,Princess Cut,2,1,2,0,No,,,,
R019,48,389.55,380.41,33,Long Cushion Cut,3,1,3.48,0.48,No,,,,
R037,49,229.95,287.76,1,Round Cut,1.5,1,1.5,0,No,,,,
R021,50,229.95,307.38,1,Round Cut,2,1,2,0,No,,,,
R035,51,258.3,312.83,1,Princess Cut,1.5,1,1.5,0,No,,,,
R020,52,247.8,307.38,1,Princess Cut,2,1,2,0,No,,,,
R036,53,264.6,334.63,1,Princess Cut,3,1,3,0,No,,,,
R009,54,263.55,277.95,13,Round Cut,2,1,2.3,0.3,No,,,,
R015,55,289.8,288.85,31,Round Cut,1.5,1,1.86,0.36,No,,,,
R010,56,213.15,245.25,7,Round Cut,0.17,7,1.19,0,No,,,,
R013,57,184.8,227.81,1,Heart Cut,1.25,1,1.25,0,No,,,,
R013,58,184.8,227.81,1,Heart Cut,1.25,1,1.25,0,No,,,,
E027,59,111.98,145.512,2,Round Cut,1,2,2,0,,,,,
E014,61,N/A,194.88,32, Triangle Cut,0.41,2,1.021,0.201,No,,,,
R046,62,320.25,358.61,55,Round Cut,1,1,1.615,0.615,No,,,,
E017,64,N/A,252.96,34,Round Cut,0.5,2,1.24,0.24,No,,,,
R040,65,530.25,624.57,51,Round Cut,1.5,1,2.37,0.87,No,,,,
R042,67,153.3,154.78,57,Round Cut,0.015,57,0.855,0,No,,,,
R038,68,416.85,500.31,54,Round Cut,1,1,1.795,0.795,No,,,,
R018,69,439.95,513.39,23,Round Cut,1,1,1.66,0.66,No,,,,
E047,70,N/A,208.432,26,Round Cut,0.36,2,0.8808,0.1608,No,,,,
E047,71,N/A,208.432,26,Round Cut,0.36,2,0.8808,0.1608,No,,,,
E044,72,N/A,310.072,86,Round Cut,0.36,2,1.35,0.63,No,,,,
E043,73,N/A,197.784,38,Round Cut,0.5,2,1.18,0.18,No,,,,
E9051,94,N/A,169.712,2,Princess Cut,1,2,2,0,No,,,,
E9051,95,N/A,169.712,2,Princess Cut,1,2,2,0,No,,,,
E052,96,128.78,142.608,2,Princess Cut,0.5,2,1,0,,,,,
E052,97,128.78,142.608,2,Princess Cut,0.5,2,1,0,,,,,
E053,98,97.28,133.896,2,Princess Cut,0.25,2,0.5,0,,,,,
E053,99,97.28,133.896,2,Princess Cut,0.25,2,0.5,0,,,,,
E054,100,160.28,156.16,2,Emerald Cut,1,2,2,0,,,,,
E002,101,124.58,142.608,2,Round Cut,1,2,2,0,,,,,
E056,102,N/A,259.736,50,Princess Cut,1,2,2.24,0.24,No,,,,
E057,103,N/A,367.184,44,Round Cut,0.75,2,2.235,0.735,No,,,,
E061,104,182.3,216.67936,6,Round Cut,0.25,2,1.06,0.56,,,,,
E061,105,182.3,216.67936,6,Round Cut,0.25,2,1.06,0.56,,,,,
E062,106,N/A,237.472,2,Round Cut,1,2,2,0,No,,,,
R060,107,294,333.54,55,Round Cut,1,1,1.27,0.27,No,,,,
R015,108,289.8,288.85,31,Round Cut,1.5,1,1.86,0.36,No,,,,
R055,109,233.1,255.06,1,Princess Cut,1,1,1,0,No,,,,
R067,110,224.7,206.01,1,Round Cut,1,1,1,0,No,,,,
R064,111,264.6,317.19,3,Round Cut,1,1,1.5,0.5,No,,,,
R066,112,397.95,457.8,88,Round Cut,1,1,1.925,0.925,No,,,,
R065,113,232.9425,238.71,20,Round Cut,0.06,20,1.2,0,No,,,,
R058,114,236.25,293.21,10,Round Cut,0.1,10,1,0,No,,,,
R059,115,271.95,367.33,9,Round Cut,0.17,9,1.53,0,No,,,,
P063/16,116,130.3,202.05,17,Round Cut,1,1,1.16,0.16,No,,,,
R073,117,198.45,220.18,1,Princess Cut,0.5,1,0.5,0,No,,,,
R035,118,258.3,312.83,1,Princess Cut,1.5,1,1.5,0,No,,,,
R020,119,247.8,307.38,1,Princess Cut,2,1,2,0,No,,,,
R072,120,206.85,233.26,1,Round Cut,0.5,1,0.5,0,No,,,,
R037,121,229.95,287.76,1,Round Cut,1.5,1,1.5,0,No,,,,
R021,122,229.95,307.38,1,Round Cut,2,1,2,0,No,,,,
R072,123,206.85,233.26,1,Round Cut,0.5,1,0.5,0,No,,,,
R073,124,198.45,220.18,1,Princess Cut,0.5,1,0.5,0,No,,,,
E071,125,79.4,140.672,2,Round Cut,0.1,2,0.2,0,,,,,
E071,126,79.4,140.672,2,Round Cut,0.1,2,0.2,0,,,,,
E070,127,74.18,109.696,2,Round Cut,0.1,2,0.2,0,,,,,
E070,128,74.18,109.696,2,Round Cut,0.1,2,0.2,0,,,,,
R074,129,261.45,264.87,43,Round Cut,0.75,1,1.46,0.71,No,,,,
P063/16,130,130.3,202.05,17,Round Cut,1,1,1.16,0.16,No,,,,
E023,131,103.58,131.96,2,Round Cut,0.5,2,1,0,,,,,
N075/16,132,199.85,310,23,Round Cut,0.025,23,0.575,0,No,,,,
R076,133,531.3,575.52,58,Round Cut,1,1,1.57,0.57,No,,,,
R077,134,294,337.9,43,Round Cut,1,1,1.42,0.42,No,,,,
R078,135,444.15,415.29,51,Round Cut,1,1,1.495,0.495,No,,,,
R079,136,559.65,519.93,73,Emerald Cut,1,1,1.72,0.72,No,,,,
R080,137,325.5,342.26,33,Round Cut,0.015,33,0.495,0,No,,,,
R081,138,262.395,373.87,17,Round Cut,0.01,17,0.17,0,No,,,,
R082,139,233.1,307.38,13,Round Cut,1,1,1.97,0.97,No,,,,
R083,140,80.85,369.51,79,Round Cut,0.06,19,1.44,0.3,No,,,,
R084,141,179.55,267.05,33,Round Cut,0.17,17,3.13,0.24,No,,,,
P086/16,142,140.7,219.05,1,Princess Cut,1,1,1,0,No,,,,
E091,143,101.48,448.8,2,Emerald Cut,0.5,2,1,0,,,,,
P0343/16,144,157.6,244.55,1,Princess Cut,2,1,2,0,No,,,,
P086/16,145,140.7,219.05,1,Princess Cut,1,1,1,0,No,,,,
R019,146,389.55,380.41,33,Long Cushion Cut,3,1,3.48,0.48,No,,,,
R015,148,289.8,288.85,31,Round Cut,1.5,1,1.86,0.36,No,,,,
R009,149,263.55,277.95,13,Round Cut,2,1,2.3,0.3,No,,,,
R010,150,213.15,245.25,7,Round Cut,0.17,7,1.19,0,No,,,,
R087,151,208.95,246.34,1,Round Cut,1.5,1,1.5,0,No,,,,
R088,152,214.2,228.9,1,Round Cut,2,1,2,0,No,,,,
R089,153,203.7,257.24,1,Round Cut,1,1,1,0,No,,,,
R087,154,208.95,246.34,1,Round Cut,1.5,1,1.5,0,No,,,,
R090,155,196.35,243.07,1,Round Cut,0.5,1,0.5,0,No,,,,
E054,156,160.28,448.8,2,Emerald Cut,1,2,2,0,,,,,
R064,157,264.6,317.19,3,Round Cut,1,1,1.5,0.5,No,,,,
R092,158,211.05,258.33,3,Princess Cut,1.5,1,2.5,1,No,,,,
E022,160,80.48,448.8,2,Round Cut,0.25,2,0.5,0,,,,,
E024,161,105.68,448.8,2,Round Cut,0.75,2,1.5,0,,,,,
E095,162,85.7,448.8,2,Round Cut,0.25,2,0.5,0,,,,,
E096,163,110.9,448.8,2,Round Cut,0.75,2,1.5,0,,,,,
E096,164,110.9,448.8,2,Round Cut,0.75,2,1.5,0,,,,,
E094,165,105.68,448.8,2,Round Cut,0.75,2,1.5,0,,,,,
E094,166,105.68,448.8,2,Round Cut,0.75,2,1.5,0,,,,,
E091,167,101.48,448.8,2,Emerald Cut,0.5,2,1,0,,,,,
R090,168,196.35,243.07,1,Round Cut,0.5,1,0.5,0,No,,,,
R089,169,203.7,257.24,1,Round Cut,1,1,1,0,No,,,,
R055,170,233.1,255.06,1,Princess Cut,1,1,1,0,No,,,,
R067,171,224.7,206.01,1,Round Cut,1,1,1,0,No,,,,
E061,172,182.3,448.8,6,Round Cut,0.25,2,1.06,0.56,,,,,
E057,173,N/A,448.8,44,Round Cut,0.75,2,2.235,0.735,No,,,,
E017,174,N/A,448.8,34,Round Cut,0.5,2,1.24,0.24,No,,,,
R018,175,439.95,513.39,23,Round Cut,1,1,1.66,0.66,No,,,,
R081,176,262.395,373.87,17,Round Cut,0.01,17,0.17,0,No,,,,
R082,177,233.1,307.38,13,Round Cut,1,1,1.97,0.97,No,,,,
R038,178,416.85,500.31,54,Round Cut,1,1,1.795,0.795,No,,,,
E095,179,85.7,448.8,2,Round Cut,0.25,2,0.5,0,,,,,
E093,180,80.48,448.8,2,Round Cut,0.25,2,0.5,0,,,,,
E093,181,80.48,448.8,2,Round Cut,0.25,2,0.5,0,,,,,
E097,182,N/A,448.8,2,Round Cut,0.5,2,1,0,No,,,,
P098/16,183,233,361.85,31,Round Cut,0.01,31,0.31,0,No,,,,
P099/16,184,116.65,181.65,1,Heart Cut,0.5,1,0.5,0,No,,,,
P100/16,185,138.75,214.8,1,Heart Cut,2,1,2,0,No,,,,
P099/16,186,116.65,181.65,1,Heart Cut,0.5,1,0.5,0,No,,,,
P100/16,187,138.75,214.8,1,Heart Cut,2,1,2,0,No,,,,
R101,188,247.8,310.65,22,Round Cut,0.01,22,0.22,0,No,,,,
R102,189,276.15,344.44,50,Heart Cut,1,1,1.49,0.49,No,,,,
R102,190,276.15,344.44,50,Heart Cut,1,1,1.49,0.49,No,,,,
E103,191,97.28,448.8,2,Heart Cut,0.5,2,1,0,,,,,
E104,192,101.48,102.3,2,Heart Cut,0.75,2,1.5,0,,,,,
E103,193,97.28,448.8,2,Heart Cut,0.5,2,1,0,,,,,
E104,194,101.48,102.3,2,Heart Cut,0.75,2,1.5,0,,,,,
R105,195,142.8,179.85,5,Round Cut,0.07,5,0.35,0,No,,,,
R105,196,142.8,179.85,5,Round Cut,0.07,5,0.35,0,No,,,,
R106,197,238.35,293.21,9,Round Cut,0.07,9,0.63,0,No,,,,
R106,198,238.35,293.21,9,Round Cut,0.07,9,0.63,0,No,,,,
R109,199,337.05,416.38,9,Round Cut,0.09,9,0.81,0,No,,,,
R109,200,337.05,416.38,9,Round Cut,0.09,9,0.81,0,No,,,,
R112,201,208.95,332.45,23,Round Cut,0.07,9,0.98,0.35,No,,,,
R112,202,208.95,332.45,23,Round Cut,0.07,9,0.98,0.35,No,,,,
R113,203,243.6,308.47,18,Round Cut,0.07,18,1.26,0,No,,,,
R113,204,243.6,308.47,18,Round Cut,0.07,18,1.26,0,No,,,,
E116,205,N/A,448.8,6,Round Cut,0.08,6,0.48,0,No,,,,
E116,206,N/A,448.8,6,Round Cut,0.08,6,0.48,0,No,,,,
E121,207,N/A,448.8,6,Round Cut,0.09,2,0.42,0.24,No,,,,
E121,208,N/A,448.8,6,Round Cut,0.09,2,0.42,0.24,No,,,,
E122,209,N/A,448.8,14,Round Cut,0.06,14,0.84,0,No,,,,
E122,210,N/A,448.8,14,Round Cut,0.06,14,0.84,0,No,,,,
E126,211,172.88,448.8,14,Round Cut,0.025,14,0.35,0,,,,,
E126,212,172.88,448.8,14,Round Cut,0.025,14,0.35,0,,,,,
P117/16,213,138.1,213.95,3,Round Cut,0.09,1,0.21,0.12,No,,,,
P117/16,214,138.1,213.95,3,Round Cut,0.09,1,0.21,0.12,No,,,,
P118/16,215,154.35,240.3,7,Round Cut,0.16,1,0.465,0.305,No,,,,
P118/16,216,154.35,240.3,7,Round Cut,0.16,1,0.465,0.305,No,,,,
P119/16,217,175.15,271.75,13,Round Cut,0.1,1,0.465,0.365,No,,,,
P119/16,218,175.15,271.75,13,Round Cut,0.1,1,0.465,0.365,No,,,,
P120/16,219,130.95,203.75,7,Round Cut,0.16,1,0.475,0.315,No,,,,
P120/16,220,130.95,203.75,7,Round Cut,0.16,1,0.475,0.315,No,,,,
R132,221,271.95,336.81,1,Marquise Cut,1,1,1,0,No,,,,
R134,222,292.95,303.02,1,Emerald Cut,1,1,1,0,No,,,,
R138,223,269.85,306.29,7,Round Cut,1,1,1.06,0.06,No,,,,
R136,224,265.65,269.23,61,Marquise Cut,0.75,1,1.2,0.45,No,,,,
R133,225,460.95,610.4,14,Princess Cut,1.5,1,2.28,0.78,No,,,,
R137,226,532.35,657.27,37,Round Cut,0.5,1,0.86,0.36,No,,,,
R145,227,549.15,639.83,71,Round Cut,1.5,1,2.095,0.595,No,,,,
R142,228,546,327,43,Princess Cut,0.75,1,1.56,0.81,No,,,,
R147,229,345.45,382.59,41,Princess Cut,1,1,1.375,0.375,No,,,,
R139,230,507.15,434.91,89,Emerald Cut,1,1,1.835,0.835,No,,,,
R146,231,704.55,623.48,51,Round Cut,1.5,1,2.32,0.82,No,,,,
R149,232,568.05,555.9,37,Round Cut,0.025,7,0.4,0.225,No,,,,
R140,233,363.3,396.76,76,Round Cut,0.75,1,1.3125,0.5625,No,,,,
R141,234,260.4,240.89,27,Princess Cut,0.5,1,0.89,0.39,No,,,,
R148,235,358.05,374.96,50,Round Cut,0.06,2,0.48,0.36,No,,,,
E135,236,97.28,448.8,2,Marquise Cut,0.5,2,1,0,,,,,
R143,237,331.8,367.33,50,Round Cut,0.01,50,0.5,0,No,,,,
R144,238,217.35,195.11,33,Round Cut,0.0075,33,0.2475,0,No,,,,
R127,239,239.4,300.84,18,Round Cut,0.005,18,0.09,0,No,,,,
E097,240,N/A,448.8,2,Round Cut,0.5,2,1,0,No,,,,
R128,241,265.65,296.48,49,Round Cut,0.005,49,0.245,0,No,,,,
R129,242,231.1575,305.2,105,Round Cut,0.005,105,0.525,0,No,,,,
E002/P,245,97.64,448.8,2,Round Cut,1,2,2,0,,,,,
E002/P,246,97.64,448.8,2,Round Cut,1,2,2,0,,,,,
E003/P,247,131.24,448.8,2,Round Cut,2,2,4,0,,,,,
E003/P,248,131.24,448.8,2,Round Cut,2,2,4,0,,,,,
E004/P,249,112.34,448.8,2,Princess Cut,1.5,2,3,0,,,,,
E004/P,250,112.34,448.8,2,Princess Cut,1.5,2,3,0,,,,,
E005/P,251,110.24,448.8,2,Princess Cut,2,2,4,0,,,,,
E005/P,252,110.24,448.8,2,Princess Cut,2,2,4,0,,,,,
E022/P,253,53.54,448.8,2,Round Cut,0.25,2,0.5,0,,,,,
E022/P,254,53.54,448.8,2,Round Cut,0.25,2,0.5,0,,,,,
R040,255,530.25,624.57,51,Round Cut,1.5,1,2.37,0.87,No,,,,
R040,256,530.25,624.57,51,Round Cut,1.5,1,2.37,0.87,No,,,,
R133,257,460.95,610.4,14,Princess Cut,1.5,1,2.28,0.78,No,,,,
R133,258,460.95,610.4,14,Princess Cut,1.5,1,2.28,0.78,No,,,,
R038,260,416.85,500.31,54,Round Cut,1,1,1.795,0.795,No,,,,
R046,261,320.25,358.61,55,Round Cut,1,1,1.615,0.615,No,,,,
R092,262,211.05,258.33,3,Princess Cut,1.5,1,2.5,1,No,,,,
R092,263,211.05,258.33,3,Princess Cut,1.5,1,2.5,1,No,,,,
R018,264,439.95,513.39,23,Round Cut,1,1,1.66,0.66,No,,,,
R132,265,271.95,336.81,1,Marquise Cut,1,1,1,0,No,,,,
R015,266,289.8,288.85,31,Round Cut,1.5,1,1.86,0.36,No,,,,
R020,267,247.8,307.38,1,Princess Cut,2,1,2,0,No,,,,
R141,268,260.4,240.89,27,Princess Cut,0.5,1,0.89,0.39,No,,,,
R141,269,260.4,240.89,27,Princess Cut,0.5,1,0.89,0.39,No,,,,
R013,270,184.8,227.81,1,Heart Cut,1.25,1,1.25,0,No,,,,
R021,271,229.95,307.38,1,Round Cut,2,1,2,0,No,,,,
R060,272,294,333.54,55,Round Cut,1,1,1.27,0.27,No,,,,
R060,273,294,333.54,55,Round Cut,1,1,1.27,0.27,No,,,,
R102,274,276.15,344.44,50,Heart Cut,1,1,1.49,0.49,No,,,,
R079,275,559.65,519.93,73,Emerald Cut,1,1,1.72,0.72,No,,,,
R134,276,292.95,303.02,1,Emerald Cut,1,1,1,0,No,,,,
R142,277,546,327,43,Princess Cut,0.75,1,1.56,0.81,No,,,,
R009,278,263.55,277.95,13,Round Cut,2,1,2.3,0.3,No,,,,
R019,279,389.55,380.41,33,Long Cushion Cut,3,1,3.48,0.48,No,,,,
R147,280,345.45,382.59,41,Princess Cut,1,1,1.375,0.375,No,,,,
E057,281,N/A,448.8,44,Round Cut,0.75,2,2.235,0.735,No,,,,
E017,282,N/A,448.8,34,Round Cut,0.5,2,1.24,0.24,No,,,,
R036,283,264.6,334.63,1,Princess Cut,3,1,3,0,No,,,,
R132,284,271.95,336.81,1,Marquise Cut,1,1,1,0,No,,,,
R065,285,232.9425,238.71,20,Round Cut,0.06,20,1.2,0,No,,,,
R065,286,232.9425,238.71,20,Round Cut,0.06,20,1.2,0,No,,,,
R136,287,265.65,269.23,61,Marquise Cut,0.75,1,1.2,0.45,No,,,,
R136,288,265.65,269.23,61,Marquise Cut,0.75,1,1.2,0.45,No,,,,
R074,289,261.45,264.87,43,Round Cut,0.75,1,1.46,0.71,No,,,,
R074,290,261.45,264.87,43,Round Cut,0.75,1,1.46,0.71,No,,,,
R059,291,271.95,367.33,9,Round Cut,0.17,9,1.53,0,No,,,,
R059,292,271.95,367.33,9,Round Cut,0.17,9,1.53,0,No,,,,
R076,293,531.3,575.52,58,Round Cut,1,1,1.57,0.57,No,,,,
R076,294,531.3,575.52,58,Round Cut,1,1,1.57,0.57,No,,,,
R079,295,559.65,519.93,73,Emerald Cut,1,1,1.72,0.72,No,,,,
R078,296,444.15,415.29,51,Round Cut,1,1,1.495,0.495,No,,,,
R113,297,243.6,308.47,18,Round Cut,0.08,18,1.44,0,No,,,,
R3021,298,277.2,323.73,1,Round Cut,3,1,3,0,No,,,,
R3021,299,277.2,323.73,1,Round Cut,3,1,3,0,No,,,,
R9088,300,242.55,305.2,1,Round Cut,3,1,3,0,No,,,,
R9088,301,242.55,305.2,1,Round Cut,3,1,3,0,No,,,,
E004,302,139.28,167.776,2,Princess Cut,1.5,2,3,0,,,,,
E005,303,137.18,156.644,2,Princess Cut,2,2,4,0,,,,,
E025,304,137.18,154.224,2,Round Cut,1.5,2,3,0,,,,,
E9051,305,N/A,169.712,2,Princess Cut,1,2,2,0,No,,,,
E052,306,128.78,142.608,2,Princess Cut,0.5,2,1,0,,,,,
E053,307,97.28,133.896,2,Princess Cut,0.25,2,0.5,0,,,,,
E023/P,308,76.64,105.824,2,Round Cut,0.5,2,1,0,,,,,
E023/P,309,76.64,105.824,2,Round Cut,0.5,2,1,0,,,,,
E024/P,310,78.74,117.44,2,Round Cut,0.75,2,1.5,0,,,,,
E024/P,311,78.74,117.44,2,Round Cut,0.75,2,1.5,0,,,,,
E025/P,312,110.24,133.896,2,Round Cut,1.5,2,3,0,,,,,
E025/P,313,110.24,133.896,2,Round Cut,1.5,2,3,0,,,,,
E012,314,103.58,147.448,2,Round Cut,0.5,2,1,0,,,,,
E029,315,163.4,161,2,Round Cut,1,2,2,0,,,,,
E030,316,142.4,161.968,2,Round Cut,1.5,2,3,0,,,,,
R082,317,233.1,307.38,13,Round Cut,1,1,1.97,0.97,No,,,,
R066,318,397.95,457.8,88,Round Cut,1,1,1.925,0.925,No,,,,
R066,319,397.95,457.8,88,Round Cut,1,1,1.925,0.925,No,,,,
R064,320,264.6,317.19,3,Round Cut,1,1,1.5,0.5,No,,,,
E056,321,N/A,259.736,50,Princess Cut,1,2,2.24,0.24,No,,,,
E056,322,N/A,259.736,50,Princess Cut,1,2,2.24,0.24,No,,,,
R077,323,294,337.9,43,Round Cut,1,1,1.42,0.42,No,,,,
R037,324,229.95,287.76,1,Round Cut,1.5,1,1.5,0,No,,,,
R035,325,258.3,312.83,1,Princess Cut,1.5,1,1.5,0,No,,,,
P086/16,326,140.7,219.05,1,Princess Cut,1,1,1,0,No,,,,
P063/16,327,130.3,202.05,17,Round Cut,1,1,1.16,0.16,No,,,,
R150,328,241.5,267.05,1,Marquise Cut,1,1,1,0,No,,,,
R151,329,243.6,264.87,3,Emerald Cut,2,1,4,2,No,,,,
R152,330,178.5,212.55,43,Emerald Cut,1.5,1,1.86,0.36,No,,,,
R153,331,399,366.24,18,Round Cut,0.5,2,1.48,0.48,No,,,,
R154,332,227.85,229.99,37,Oval Cut,2,1,2.27,0.27,No,,,,
R155,333,561.75,446.9,66,Marquise Cut,2,1,2.4875,0.4875,No,,,,
R156,334,370.65,342.26,59,Emerald Cut,1.5,1,1.935,0.435,No,,,,
R157,335,328.65,332.45,22,Round Cut,1.5,1,1.6575,0.1575,No,,,,
R158,336,310.8,360.79,42,Princess Cut,2,1,2.3075,0.3075,No,,,,
R159,337,194.25,238.71,35,Pear Cut,0.5,1,0.755,0.255,No,,,,
R160,338,527.1,637.65,33,Round Cut,1.5,1,2.94,1.44,No,,,,
R161,339,200.55,383.68,33,Princess Cut,2,1,2.48,0.48,No,,,,
R162,340,365.4,370.6,3,Round Cut,2,1,3.5,1.5,No,,,,
R165,343,330.75,292.12,39,Pear Cut,2,1,2.38,0.38,No,,,,
R166,344,262.5,288.85,39,Marquise Cut,2,1,2.38,0.38,No,,,,
R167,345,289.8,329.18,3,Round Cut,1.5,1,2.5,1,No,,,,
R168,346,237.3,252.88,37,Emerald Cut,1.5,1,1.86,0.36,No,,,,
R169,347,233.1,201.65,35,Round Cut,1.5,1,1.8,0.3,No,,,,
R170,348,366.45,334.63,53,Round Cut,2,1,2.52,0.52,No,,,,
R171,349,248.85,241.98,1,Heart Cut,2,1,2,0,No,,,,
R172,350,269.85,303.02,63,Emerald Cut,2,1,2.62,0.62,No,,,,
R173,351,210,343.35,1,Round Cut,2,1,2,0,No,,,,
R174,352,219.45,321.55,1,Marquise Cut,2,1,2,0,No,,,,
R175,353,257.25,265.96,39,Heart Cut,2,1,2.285,0.285,No,,,,
R176,354,299.25,320.46,21,Heart Cut,2,1,2.1,0.1,No,,,,
R177,355,456.75,540.64,22,Princess Cut,2,1,2.63,0.63,No,,,,
R178,356,421.05,430.55,14,Round Cut,3,1,3.39,0.39,No,,,,
R179,357,242.55,270.32,11,Round Cut,0.75,1,1.05,0.3,No,,,,
E1180,358,N/A,274.256,6,Round Cut,0.5,6,3,0,No,,,,
E1181,359,N/A,394.288,90,Emerald Cut,1,2,2.44,0.44,No,,,,
E1182,360,N/A,342.016,34,Marquise Cut,1.5,2,3.8,0.8,No,,,,
E1183,361,N/A,312.976,54,Emerald Cut,1.5,2,3.3772,0.3772,No,,,,
E1184,362,N/A,370.088,4,Round Cut,1,2,3,1,No,,,,
E1185,363,N/A,286.84,94,Princess Cut,0.75,2,1.96,0.46,No,,,,
E1186,364,N/A,383.64,124,Princess Cut,1,2,2.8174,0.8174,No,,,,
E1187,365,N/A,328.464,48,Princess Cut,0.75,2,1.73,0.23,No,,,,
E1188,366,N/A,362.344,86,Round Cut,0.5,2,1.63,0.63,No,,,,
R189,367,358.05,342.26,61,Round Cut,2,1,2.6,0.6,No,,,,
R190,368,464.1,482.87,74,Round Cut,2,1,2.73,0.73,No,,,,
R191,369,393.75,382.59,65,Pear Cut,2,1,2.48,0.48,No,,,,
R192,370,322.35,367.33,61,Princess Cut,1.5,1,2.07,0.57,No,,,,
R193,371,449.4,510.12,80,Round Cut,1,1,1.7825,0.7825,No,,,,
E1194,372,N/A,268.448,46,Pear Cut,1.25,2,2.72,0.22,No,,,,
R042,373,153.3,154.78,19,Round Cut,0.015,19,0.285,0,No,,,,
R042,374,153.3,154.78,19,Round Cut,0.015,19,0.285,0,No,,,,
R042,375,153.3,154.78,19,Round Cut,0.015,19,0.285,0,No,,,,
ENG 114,376,186.9,211.46,1,Emerald Cut,2,1,2,0,No,,,,
ENG 116,377,189,232.17,1,Heart Cut,1,1,1,0,No,,,,
R196,378,172.2,192.93,1,Oval Cut,1,1,1,0,No,,,,
ENG 132,379,268.8,300.84,3,Emerald Cut,2,1,2.82,0.82,No,,,,
ENG 133,380,302.4,346.62,3,Round Cut,1,1,1.72,0.72,No,,,,
R205,381,269.85,320.46,3,Marquise Cut,1.5,1,2,0.5,No,,,,
ENG 138,382,220.5,213.64,3,Emerald Cut,0.5,1,0.8,0.3,No,,,,
ENG 141,383,294,281.22,3,Princess Cut,0.75,1,1.11,0.36,No,,,,
ENG 142,384,233.1,274.68,3,Princess Cut,2,1,2.32,0.32,No,,,,
ENG 174,385,309.75,497.04,13,Oval Cut,2,1,2.72,0.72,No,,,,
